web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,image-src,link,link-href
"1612455577-7126","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 7310, Intel® Core™ i5-10310U, 8GB DDR4, SSD 256GB, Intel&#","6.024,90 lei","In stoc - exclusiv online","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145023-1.jpg","","https://www.flanco.ro/laptop-dell-latitude-7310-intel-core-i5-10310u-8gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1612455577-7117","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad T14s Gen 1 (AMD), AMD Ryzen™ 5 PRO 4650U, 8GB DDR4, SSD","6.299,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143637-1.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-t14s-gen-1-amd-amd-ryzen-5-pro-4650u-8gb-ddr4-ssd-256gb-amd-radeon-graphics-windows-10-pro.html"
"1612455577-7123","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus TUF Gaming A15 FA506QR-AZ001, AMD Ryzen™ 7 5800H, 16GB DDR4, SSD","7.499,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144667-1.jpg","","https://www.flanco.ro/laptop-gaming-asus-tuf-gaming-a15-fa506qr-az001-amd-ryzen-7-5800h-16gb-ddr4-ssd-1tb-nvidia-geforce-rtx-3070-8gb-free-dos.html"
"1612455577-7118","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Acer Aspire 7 A715-41G-R8GUG, AMD Ryzen™ 5 3550H, 8GB DDR4, SSD 512GB,","3.999,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143727-1.jpg","","https://www.flanco.ro/laptop-gaming-acer-aspire-7-a715-41g-r8gug-amd-ryzen-5-3550h-8gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1650-4gb-free-dos.html"
"1612455610-7196","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 5 14IIL05, Intel® Core™ i7-1065G7, 16GB DDR4, SSD 1TB, NV","4.796,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141738-1_1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-5-14iil05-intel-core-i7-1065g7-16gb-ddr4-ssd-1tb-nvidia-geforce-mx350-2gb-free-dos-graphite.html"
"1612455561-7086","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-db1100ny, AMD Ryzen™ 5 3500U, 4GB DDR4, HDD 1TB, AMD Radeon™ Vega","2.399,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143681-1.jpg","","https://www.flanco.ro/laptop-hp-15-db1100ny-amd-ryzen-5-3500u-4gb-ddr4-hdd-1tb-amd-radeon-vega-8-graphics-free-dos.html"
"1612455593-7140","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad X1 Carbon, Intel® Core™ i5-8265U, 8GB LPDDR3, SSD 256GB,","8.044,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140076-1.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-x1-carbon-intel-core-i5-8265u-8gb-lpddr3-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1612455577-7111","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Apple MacBook Pro 13 Touch Bar, Intel® Core™ i5, 8GB LPDDR3, SSD 256GB,","7.599,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140179-1_1.jpg","","https://www.flanco.ro/laptop-apple-macbook-pro-13-touch-bar-intel-core-i5-8gb-lpddr3-ssd-256gb-intel-iris-plus-graphics-macos-catalina-rom-kb-silver.html"
"1612455561-7079","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus X515MA-BR037, Intel® Celeron® N4020, 4GB DDR4, SSD 256GB, Intel®","1.499,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144663-1.jpg","","https://www.flanco.ro/laptop-asus-x515ma-br037-intel-celeron-n4020-4gb-ddr4-ssd-256gb-intel-uhd-graphics-free-dos.html"
"1612455610-7182","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 15IIL05, Intel® Core™ i3-1005G1, 8GB DDR4, SSD 256GB, I","2.599,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145031-1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-15iil05-intel-core-i3-1005g1-8gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-home-s.html"
"1612455577-7116","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP EliteBook 845 G7, AMD Ryzen™ 5 4650 PRO, 16GB DDR4, SSD 512GB, AMD Radeon&","5.256,90 lei","In stoc - exclusiv online","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143629-1_1.jpg","","https://www.flanco.ro/laptop-hp-elitebook-845-g7-amd-ryzen-5-4650-pro-16gb-ddr4-ssd-512gb-amd-radeon-graphics-windows-10-pro.html"
"1612455561-7099","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Inspiron 3793, Intel® Core™ i3-1005G1, 8GB DDR4, SSD 256GB, Intel&#","2.799,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144716-1.jpeg","","https://www.flanco.ro/laptop-dell-inspiron-3793-intel-core-i3-1005g1-8gb-ddr4-ssd-256gb-intel-uhd-graphics-ubuntu-linux-18-04.html"
"1612455561-7101","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-dw2013ny, Intel® Core™ i5-1035G1, 8GB DDR4, HDD 1TB, NVIDIA GeForc","3.499,00 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144323-1.jpg","","https://www.flanco.ro/laptop-hp-15-dw2013ny-intel-core-i5-1035g1-8gb-ddr4-hdd-1tb-nvidia-geforce-mx130-2gb-windows-10-home.html"
"1612455561-7093","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus Vivobook R R564JA-UB31, Intel® Core™ i3-1005G1, 4GB DDR4, SSD 128GB","2.799,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144144-1.jpeg","","https://www.flanco.ro/laptop-asus-vivobook-r-r564ja-ub31-intel-core-i3-1005g1-4gb-ddr4-ssd-128gb-intel-uhd-graphics-windows-10-s.html"
"1612455610-7179","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5410, Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB, Intel&#","4.662,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143817-1.jpg","","https://www.flanco.ro/laptop-dell-latitude-5410-intel-core-i5-10210u-8gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1612455561-7102","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Acer Swift 3 SF314-57G, Intel® Core™ i5-1035G1, 8GB LPDDR4, SSD 512GB, N","4.496,90 lei","In stoc - exclusiv online","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/3/139698-1.jpg","","https://www.flanco.ro/laptop-acer-swift-3-sf314-57g-intel-core-i5-1035g1-8gb-lpddr4-ssd-512gb-nvidia-geforce-mx350-2gb-windows-10-home.html"
"1612455577-7122","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus TUF A15 FA506II-BQ257, AMD Ryzen™ 7 4800H, 8GB DDR4, SSD 256GB, N","4.399,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/142220-1_2.jpg","","https://www.flanco.ro/laptop-gaming-asus-tuf-a15-fa506ii-bq257-amd-ryzen-7-4800h-8gb-ddr4-ssd-256gb-nvidia-geforce-gtx-1650-ti-4gb-free-dos.html"
"1612455561-7081","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 14s-fq0027nq, AMD 3020e, 4GB DDR4, SSD 128GB, AMD Radeon™ Graphics, Window","1.899,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144686-1.jpg","","https://www.flanco.ro/laptop-hp-14s-fq0027nq-amd-3020e-4gb-ddr4-ssd-128gb-amd-radeon-graphics-windows-10-home-s.html"
"1612455593-7145","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus TUF F15 FX506LU-BQ115, Intel® Core™ i7-10870H, 16GB DDR4, SS","5.499,99 lei","In stoc","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144219-1_1_2.jpg","","https://www.flanco.ro/laptop-gaming-asus-tuf-f15-fx506lu-bq115-intel-core-i7-10870h-16gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1660-ti-6gb-free-dos.html"
"1612455561-7104","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus TUF F15 FX506LI-HN039, Intel® Core™ i5-10300H, 8GB DDR4, SSD","4.107,90 lei","In stoc - exclusiv online","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143625-1_1.jpg","","https://www.flanco.ro/laptop-gaming-asus-tuf-f15-fx506li-hn039-intel-core-i5-10300h-8gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1650-ti-4gb-endless-os.html"
"1612455610-7187","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop ultraportabil Asus E210MA-GJ003TS, Intel® Celeron® N4020, 4GB DDR4, eMMC","1.449,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144662-1.jpg","","https://www.flanco.ro/laptop-ultraportabil-asus-e210ma-gj003ts-intel-celeron-n4020-4gb-ddr4-emmc-64gb-intel-uhd-graphics-windows-10-home-s.html"
"1612455610-7201","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus ZenBook 14 UX435EA-A5022T, Intel® Core™ i7-1165G7, 16GB LPDDR4X, SS","6.499,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144661-1.jpg","","https://www.flanco.ro/laptop-asus-zenbook-14-ux435ea-a5022t-intel-core-i7-1165g7-16gb-lpddr4x-ssd-1tb-intel-iris-xe-graphics-windows-10-home.html"
"1612455561-7110","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5410, Intel® Core™ i7-10610U, 8GB DDR4, SSD 256GB, Intel&#","4.999,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143492-1.jpeg","","https://www.flanco.ro/laptop-dell-latitude-5410-intel-core-i7-10610u-8gb-ddr4-ssd-256gb-intel-uhd-graphics-linux.html"
"1612455610-7167","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 14IIL05, Intel® Core™ i5-1035G1, 8GB DDR4, SSD 256GB, I","3.099,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143950-1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-14iil05-intel-core-i5-1035g1-8gb-ddr4-ssd-256gb-intel-uhd-graphics-free-dos-abyss-blue.html"
"1612455610-7198","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Lenovo 5P 15IMH05H , Intel® Core™ i5-10300H, 16GB DDR4, SSD 1TB, NVIDIA","5.766,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144573_1.jpg","","https://www.flanco.ro/laptop-gaming-lenovo-legion-5-15imh05h-intel-core-i5-10300h-16gb-ddr4-ssdd-1tb-nvidia-geforce-gtx-1660ti-free-dos.html"
"1612455610-7195","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 5 14IIL05, Intel® Core™ i5-1035G1, 16GB DDR4, SSD 1TB, NV","4.196,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141738-1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-5-14iil05-intel-core-i5-1035g1-16gb-ddr4-ssd-1tb-nvidia-geforce-mx350-2gb-free-dos-graphite.html"
"1612455561-7108","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5410, Intel® Core™ i5-10210U, 8GB DDR4, SSD 512GB, Intel&#","4.499,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144046-2.jpg","","https://www.flanco.ro/laptop-dell-latitude-5410-intel-core-i5-10210u-8gb-ddr4-ssd-512gb-intel-uhd-graphics-linux.html"
"1612455561-7084","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 14AD05, AMD Ryzen™ 5 3500U, 8GB DDR4, SSD 256GB, AMD Radeon&","3.099,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144957-1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-14ad05-amd-ryzen-5-3500u-8gb-ddr4-ssd-256gb-amd-radeon-vega-8-graphics-windows-10-home.html"
"1612455561-7088","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Acer One 14, Intel® Pentium® Gold 4415U, 4GB RAM, HDD 1TB, Intel® HD","2.299,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143108_1.jpg","","https://www.flanco.ro/laptop-acer-one-14-intel-pentium-gold-4415u-4gb-ram-hdd-1tb-intel-hd-graphics-windows-10-home.html"
"1612455593-7150","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Acer Predator Helios 300 PH317-54, Intel® Core™ i7-10750H, 16GB DDR4, SSD","7.995,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144574_1_1.jpg","","https://www.flanco.ro/laptop-gaming-acer-predator-helios-300-ph317-54-intel-core-i7-10750h-16gb-ddr4-ssd-1tb-nvidia-geforce-rtx-2070-8gb-windows-10-home.html"
"1612455561-7103","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-dy1051wm, Intel® Core™ i5-1035G1, 8GB DDR4, SSD 256GB + 16GB Optan","3.499,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144150-1.jpg","","https://www.flanco.ro/laptop-hp-15-dy1051wm-intel-core-i5-1035g1-8gb-ddr4-ssd-256gb-16gb-optane-intel-uhd-graphics-windows-10-home.html"
"1612455577-7119","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP ProBook 430 G7, Intel® Core™ i7-10510U, 16GB DDR4, SSD 256GB, Intel&#","6.499,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143764-1.jpg","","https://www.flanco.ro/laptop-hp-probook-430-g7-intel-core-i7-10510u-16gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1612455561-7077","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 15IIL05, Intel® Core™ i5-1035G4, 4GB DDR4, SSD 256GB, I","2.699,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144701_1_1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-15iil05-intel-core-i5-1035g4-4gb-ddr4-ssd-256gb-intel-iris-plus-graphics-free-dos.html"
