web-scraper-order,web-scraper-start-url,price,title,availability,pagination,pagination-href,image,link,link-href
"1612613820-3447","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","8.299,90lei","Laptop APPLE MacBook Pro 13 mydc2ze/a, Apple M1, 13.3"" Retina Display si Touch Bar, 8GB, SSD 512GB, Grafica integrata, macOS Big Sur, Silver - Tastatura layout INT","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","","Laptop APPLE MacBook Pro 13 mydc2ze/a, Apple M1, 13.3"" Retina Display si Touch Bar, 8GB, SSD 512GB, Grafica integrata, macOS Big Sur, Silver - Tastatura layout INT","https://mediagalaxy.ro/laptop-apple-macbook-pro-13-mydc2ze-a-apple-m1-13-3-retina-display-si-touch-bar-8gb-ssd-512gb-grafica-integrata-macos-catalina-silver-tastatura-layout-int/cpd/LAPMYDC2ZEA/"
"1612613895-3660","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.249,90lei","Laptop ASUS ZenBook 14 UM425IA-AM034T, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 16GB, SSD 512GB, AMD Radeon Graphics. Windows 10 Home, Liliac Mist","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","","Laptop ASUS ZenBook 14 UM425IA-AM034T, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 16GB, SSD 512GB, AMD Radeon Graphics. Windows 10 Home, Liliac Mist","https://mediagalaxy.ro/laptop-asus-zenbook-14-um425ia-am034t-amd-ryzen-5-4500u-pana-la-4-0ghz-14-full-hd-16gb-ssd-512gb-amd-radeon-graphics-windows-10-home-liliac-mist/cpd/LAPUM425IAM034T/"
"1612613820-3430","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","9.799,90lei","Laptop APPLE MacBook Pro 13 z11c0012m, Apple M1, 13.3"" Retina Display si Touch Bar, 16GB, SSD 512GB, Grafica integrata, macOS Big Sur, Space Gray - Tastatura layout INT","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","","Laptop APPLE MacBook Pro 13 z11c0012m, Apple M1, 13.3"" Retina Display si Touch Bar, 16GB, SSD 512GB, Grafica integrata, macOS Big Sur, Space Gray - Tastatura layout INT","https://mediagalaxy.ro/laptop-apple-macbook-pro-13-z11c0012m-apple-m1-13-3-retina-display-si-touch-bar-16gb-ssd-512gb-grafica-integrata-macos-big-sur-space-gray-tastatura-layout-int/cpd/LAPZ11C0012M/"
"1612613850-3518","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.099,00lei","Laptop 2 in 1 DELL Inspiron 7391, Intel Core i7-10510U pana la 4.9GHz, 13.3"" Full HD Touch, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, argintiu","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","","Laptop 2 in 1 DELL Inspiron 7391, Intel Core i7-10510U pana la 4.9GHz, 13.3"" Full HD Touch, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, argintiu","https://mediagalaxy.ro/laptop-2-in-1-dell-inspiron-7391-intel-core-i7-10510u-pana-la-4-9ghz-13-3-full-hd-touch-8gb-ssd-512gb-intel-uhd-graphics-windows-10-pro-argintiu/cpd/LAP73919655/"
"1612613924-3779","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","2.799,90lei","Laptop ASUS VivoBook 15 X512DA-EJ171T, AMD Ryzen 5 3500U pana la 3.7GHz, 15.6"" Full HD, 8GB, SSD 512GB, AMD Radeon Vega 8 Graphics, Windows 10 Home, Transparent Silver","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","","Laptop ASUS VivoBook 15 X512DA-EJ171T, AMD Ryzen 5 3500U pana la 3.7GHz, 15.6"" Full HD, 8GB, SSD 512GB, AMD Radeon Vega 8 Graphics, Windows 10 Home, Transparent Silver","https://mediagalaxy.ro/laptop-asus-vivobook-15-x512da-ej171t-amd-ryzen-5-3500u-pana-la-3-7ghz-15-6-full-hd-8gb-ssd-512gb-amd-radeon-vega-8-graphics-windows-10-home-transparent-silver/cpd/LAPX512DAEJ171T/"
"1612613910-3713","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.799,90lei","Laptop DELL Inspiron 3793, Intel Core i5-1035G1 pana la 3.6GHz, 17.3"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Home, negru","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","","Laptop DELL Inspiron 3793, Intel Core i5-1035G1 pana la 3.6GHz, 17.3"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Home, negru","https://mediagalaxy.ro/laptop-dell-inspiron-3793-intel-core-i5-1035g1-pana-la-3-6ghz-17-3-full-hd-8gb-ssd-512gb-intel-uhd-graphics-windows-10-home-negru/cpd/LAP25313793/"
"1612613895-3690","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.999,90lei","Laptop ASUS ZenBook 14 UM433DA-A5017T, AMD Ryzen 5 3500U pana la 3.7GHz, 14"" Full HD, 8GB, SSD 1TB, AMD Radeon Vega 8 Graphics, Windows 10 Home, Icicle Silver","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","","Laptop ASUS ZenBook 14 UM433DA-A5017T, AMD Ryzen 5 3500U pana la 3.7GHz, 14"" Full HD, 8GB, SSD 1TB, AMD Radeon Vega 8 Graphics, Windows 10 Home, Icicle Silver","https://mediagalaxy.ro/laptop-asus-zenbook-14-um433da-a5017t-amd-ryzen-5-3500u-pana-la-3-7ghz-14-full-hd-8gb-ssd-1tb-amd-radeon-vega-8-graphics-windows-10-home-icicle-silver/cpd/LAPUM433DA5017T/"
"1612613776-3301","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.049,90lei","Laptop 2 in 1 DELL Inspiron 7306, Intel Core i7-1165G7 pana la 4.7GHz, 13.3"" Full HD Touch, 16GB, SSD 512GB, Intel Iris Xe Graphics, Windows 10 Home, argintiu","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","","Laptop 2 in 1 DELL Inspiron 7306, Intel Core i7-1165G7 pana la 4.7GHz, 13.3"" Full HD Touch, 16GB, SSD 512GB, Intel Iris Xe Graphics, Windows 10 Home, argintiu","https://mediagalaxy.ro/laptop-2-in-1-dell-inspiron-7306-intel-core-i7-1165g7-pana-la-4-7ghz-13-3-full-hd-touch-16gb-ssd-512gb-intel-iris-xe-graphics-windows-10-home-argintiu/cpd/TPC73069283/"
"1612613850-3504","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.399,90lei","Laptop 2 in 1 DELL Inspiron 5406, Intel Core i7-1165G7 pana la 4.7GHz, 14"" Full HD Touch, 16GB, SSD 512GB, NVIDIA GeForce MX330 2GB, Windows 10 Home, gri","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","","Laptop 2 in 1 DELL Inspiron 5406, Intel Core i7-1165G7 pana la 4.7GHz, 14"" Full HD Touch, 16GB, SSD 512GB, NVIDIA GeForce MX330 2GB, Windows 10 Home, gri","https://mediagalaxy.ro/laptop-2-in-1-dell-inspiron-5406-intel-core-i7-1165g7-pana-la-4-7ghz-14-full-hd-touch-16gb-ssd-512gb-nvidia-geforce-mx330-2gb-windows-10-home-gri/cpd/TPC54069214/"
"1612613924-3746","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.299,90lei","Laptop ASUS VivoBook 14 X403JA-BM004, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Endless, Silver Blue","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","","Laptop ASUS VivoBook 14 X403JA-BM004, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Endless, Silver Blue","https://mediagalaxy.ro/laptop-asus-vivobook-14-x403ja-bm004-intel-core-i5-1035g1-pana-la-3-6ghz-14-full-hd-8gb-ssd-256gb-intel-uhd-graphics-endless-silver-blue/cpd/LAPX403JABM004/"
"1612613761-3260","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","7.349,90lei","Laptop Gaming HP Omen 15-ek0018nq, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2070 Max-Q 8GB, Free DOS, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","","Laptop Gaming HP Omen 15-ek0018nq, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2070 Max-Q 8GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-hp-omen-15-ek0018nq-intel-core-i7-10750h-pana-la-5-0ghz-15-6-full-hd-16gb-ssd-512gb-nvidia-geforce-rtx-2070-max-q-8gb-free-dos-negru/cpd/LAP1K9Q6EA/"
"1612613776-3274","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.999,90lei","Laptop MICROSOFT Surface 3, Intel Core i5-1035G7 pana la 3.7GHz, 13.5"" Touch, 8GB, SSD 256GB, Intel Iris Plus Graphics, Windows 10 Home, negru mat","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","","Laptop MICROSOFT Surface 3, Intel Core i5-1035G7 pana la 3.7GHz, 13.5"" Touch, 8GB, SSD 256GB, Intel Iris Plus Graphics, Windows 10 Home, negru mat","https://mediagalaxy.ro/laptop-microsoft-surface-3-intel-core-i5-1035g7-pana-la-3-7ghz-13-5-touch-8gb-ssd-256gb-intel-iris-plus-graphics-windows-10-home-negru-mat/cpd/TPCV4C00091/"
"1612613924-3781","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","2.749,90lei","Laptop ASUS X509JA-EJ024, Intel Core i5-1035G1 pana la 3.6GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel HD Graphics 520, Free DOS, argintiu","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","","Laptop ASUS X509JA-EJ024, Intel Core i5-1035G1 pana la 3.6GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel HD Graphics 520, Free DOS, argintiu","https://mediagalaxy.ro/laptop-asus-x509ja-ej024-intel-core-i5-1035g1-pana-la-3-6ghz-15-6-full-hd-8gb-ssd-512gb-intel-hd-graphics-520-free-dos-argintiu/cpd/LAPX509JAEJ024/"
"1612613791-3341","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.699,90lei","Laptop Gaming DELL Inspiron 3500 G3, Intel Core i5-10300H pana la 4.5GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650 Ti 4GB, Ubuntu, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","","Laptop Gaming DELL Inspiron 3500 G3, Intel Core i5-10300H pana la 4.5GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650 Ti 4GB, Ubuntu, negru","https://mediagalaxy.ro/laptop-gaming-dell-inspiron-3500-g3-intel-core-i5-10300h-pana-la-4-5ghz-15-6-full-hd-8gb-ssd-512gb-nvidia-geforce-gtx-1650-ti-4gb-ubuntu-negru/cpd/LAP35001722/"
"1612613850-3511","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.299,90lei","Laptop Gaming ASUS ROG Zephyrus G15 GA502IV-AZ018, AMD Ryzen 7 4800HS pana la 4.2GHZ, 15.6"" Full HD, 32GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","","Laptop Gaming ASUS ROG Zephyrus G15 GA502IV-AZ018, AMD Ryzen 7 4800HS pana la 4.2GHZ, 15.6"" Full HD, 32GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-asus-rog-zephyrus-g15-ga502iv-az018-amd-ryzen-7-4800hs-pana-la-4-2ghz-15-6-full-hd-32gb-ssd-1tb-nvidia-geforce-rtx-2060-6gb-free-dos-negru/cpd/LAPGA502IVAZ018/"
"1612613865-3578","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.199,90lei","Laptop ASUS Zenbook 13 UX325JA-AH073R, Intel Core i5-1035G1 pana la 3.6GHz, 13.3"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, gri","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/10/","","Laptop ASUS Zenbook 13 UX325JA-AH073R, Intel Core i5-1035G1 pana la 3.6GHz, 13.3"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, gri","https://mediagalaxy.ro/laptop-asus-zenbook-13-ux325ja-ah073r-intel-core-i5-1035g1-pana-la-3-6ghz-13-3-full-hd-16gb-ssd-512gb-intel-uhd-graphics-windows-10-pro-gri/cpd/LAPUX325JAH073R/"
"1612613836-3494","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.599,90lei","Laptop Gaming ASUS ROG Zephyrus G15 GA502IU-AL011, AMD Ryzen 7 4800HS pana la 4.2GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","","Laptop Gaming ASUS ROG Zephyrus G15 GA502IU-AL011, AMD Ryzen 7 4800HS pana la 4.2GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-asus-rog-zephyrus-g15-ga502iu-al011-amd-ryzen-7-4800hs-pana-la-4-2ghz-15-6-full-hd-16gb-ssd-1tb-nvidia-geforce-gtx-1660ti-6gb-free-dos-negru/cpd/LAPGA502IUAL011/"
"1612613805-3394","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.699,90lei","Laptop DELL Latitude 5410, Intel Core i7-10610U pana la 4.9GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Pro, gri","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","","Laptop DELL Latitude 5410, Intel Core i7-10610U pana la 4.9GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Pro, gri","https://mediagalaxy.ro/laptop-dell-latitude-5410-intel-core-i7-10610u-pana-la-4-9ghz-14-full-hd-16gb-ssd-512gb-intel-uhd-graphics-620-windows-10-pro-gri/cpd/LAP54106068/"
"1612613880-3641","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.499,90lei","Laptop Gaming ASUS TUF A17 FA706II-AU096, AMD Ryzen 5 4600H pana la 4.0GHz, 17.3"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650Ti 4GB, Free DOS, gri inchis","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","","Laptop Gaming ASUS TUF A17 FA706II-AU096, AMD Ryzen 5 4600H pana la 4.0GHz, 17.3"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650Ti 4GB, Free DOS, gri inchis","https://mediagalaxy.ro/laptop-gaming-asus-tuf-a17-fa706ii-au096-amd-ryzen-5-4600h-pana-la-4-0ghz-17-3-full-hd-8gb-ssd-512gb-nvidia-geforce-gtx-1650ti-4gb-free-dos-gri-inchis/cpd/LAPFA706IIAU096/"
"1612613761-3243","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","7.999,90lei","Laptop LENOVO ThinkPad T14s Gen 1, Intel Core i7-10510U pana la 4.9GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","","Laptop LENOVO ThinkPad T14s Gen 1, Intel Core i7-10510U pana la 4.9GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, negru","https://mediagalaxy.ro/laptop-lenovo-thinkpad-t14s-gen-1-intel-core-i7-10510u-pana-la-4-9ghz-14-full-hd-16gb-ssd-512gb-intel-uhd-graphics-windows-10-pro-negru/cpd/LAP20T0001ERI/"
"1612613836-3458","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","7.899,90lei","Laptop APPLE MacBook Air 13 z124000vp, Apple M1, 13.3"" Retina Display, 16GB, SSD 512GB, Grafica integrata, macOS  Big Sur, Space Gray - Tastatura layout INT","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","","Laptop APPLE MacBook Air 13 z124000vp, Apple M1, 13.3"" Retina Display, 16GB, SSD 512GB, Grafica integrata, macOS  Big Sur, Space Gray - Tastatura layout INT","https://mediagalaxy.ro/laptop-apple-macbook-air-13-z124000vp-apple-m1-13-3-retina-display-16gb-ssd-512gb-grafica-integrata-macos-big-sur-space-gray-tastatura-layout-int/cpd/LAPZ124000VP/"
"1612613865-3574","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.249,90lei","Laptop 2 in 1 ASUS ZenBook Flip 13 UX363EA-EM073T, Intel Core i5-1135G7 pana la 4.2Ghz, 13.3"" Full HD Touch, 8GB, SSD 512GB, Intel Iris Xe, Windows 10 Home, gri","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/10/","","Laptop 2 in 1 ASUS ZenBook Flip 13 UX363EA-EM073T, Intel Core i5-1135G7 pana la 4.2Ghz, 13.3"" Full HD Touch, 8GB, SSD 512GB, Intel Iris Xe, Windows 10 Home, gri","https://mediagalaxy.ro/laptop-2-in-1-asus-zenbook-flip-13-ux363ea-em073t-intel-core-i5-1135g7-pana-la-4-2ghz-13-3-full-hd-touch-8gb-ssd-512gb-intel-iris-xe-windows-10-home-gri/cpd/LAPUX363EEM073T/"
"1612613791-3317","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.599,90lei","Laptop Gaming ASUS ROG Strix G17 G712LU-EV001, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","","Laptop Gaming ASUS ROG Strix G17 G712LU-EV001, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-asus-rog-strix-g17-g712lu-ev001-intel-core-i7-10750h-pana-la-5-0ghz-17-3-full-hd-8gb-ssd-512gb-nvidia-geforce-gtx-1660ti-6gb-free-dos-negru/cpd/LAPG712LUEV001/"
"1612613880-3639","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.499,90lei","Laptop APPLE MacBook Pro 13 muhn2ze/a, Intel Core i5 pana la 3.9GHz, 13.3"" Retina Display si Touch Bar, 8GB, 128GB, Intel Iris Plus Graphics 645, macOS Mojave, Space Gray - Tastatura layout INT","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","","Laptop APPLE MacBook Pro 13 muhn2ze/a, Intel Core i5 pana la 3.9GHz, 13.3"" Retina Display si Touch Bar, 8GB, 128GB, Intel Iris Plus Graphics 645, macOS Mojave, Space Gray - Tastatura layout INT","https://mediagalaxy.ro/laptop-apple-macbook-pro-13-muhn2ze-a-intel-core-i5-pana-la-3-9ghz-13-3-retina-display-si-touch-bar-8gb-128gb-intel-iris-plus-graphics-645-macos-mojave-space-gray-tastatura-layout-int/cpd/LAPMUHN2ZEA/"
"1612613776-3278","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.999,90lei","Laptop Gaming ACER Predator Triton 300 PT315-52-718A , Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","","Laptop Gaming ACER Predator Triton 300 PT315-52-718A , Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-acer-predator-triton-300-pt315-52-718a-intel-core-i7-10750h-pana-la-5-0ghz-15-6-full-hd-16gb-ssd-1tb-nvidia-geforce-rtx-2060-6gb-free-dos-negru/cpd/LAPNHQ7BEX001/"
"1612613791-3332","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.999,90lei","Laptop Gaming ASUS TUF F15 FX506LI-HN109, Intel Core i7-10870H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650Ti 4GB, Free DOS, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","","Laptop Gaming ASUS TUF F15 FX506LI-HN109, Intel Core i7-10870H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650Ti 4GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-asus-tuf-f15-fx506li-hn109-intel-core-i7-10870h-pana-la-5-0ghz-15-6-full-hd-16gb-ssd-512gb-nvidia-geforce-gtx-1650ti-4gb-free-dos-negru/cpd/LAPFX506LIHN109/"
"1612613939-3810","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","1.799,90lei","Laptop ASUS X543MA-GQ506, Intel Celeron N4000 pana la 2.6GHz, 15.6"" HD, 4GB, SSD 256GB, Intel UHD Graphics 600, Endless OS, gri inchis","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/15/","","Laptop ASUS X543MA-GQ506, Intel Celeron N4000 pana la 2.6GHz, 15.6"" HD, 4GB, SSD 256GB, Intel UHD Graphics 600, Endless OS, gri inchis","https://mediagalaxy.ro/laptop-asus-x543ma-gq506-intel-celeron-n4000-pana-la-2-6ghz-15-6-hd-4gb-ssd-256gb-intel-uhd-graphics-600-endless-os-gri-inchis/cpd/LAPX543MAGQ506/"
"1612613805-3374","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","2.699,90lei","Laptop LENOVO IdeaPad 5 14ARE05, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 16GB, SSD 512GB, AMD Radeon Graphics, Free DOS, gri platinum","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","","Laptop LENOVO IdeaPad 5 14ARE05, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 16GB, SSD 512GB, AMD Radeon Graphics, Free DOS, gri platinum","https://mediagalaxy.ro/laptop-lenovo-ideapad-5-14are05-amd-ryzen-5-4500u-pana-la-4-0ghz-14-full-hd-16gb-ssd-512gb-amd-radeon-graphics-free-dos-gri-platinum/cpd/LAP81YM00E6RM/"
"1612613731-3141","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","2.799,90lei","Laptop HP Pavilion 15-cs3011nq, Intel Core i5-1035G1 pana la 3.6GHz, 15.6"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Free DOS, albastru inchis","In Stoc","","","","Laptop HP Pavilion 15-cs3011nq, Intel Core i5-1035G1 pana la 3.6GHz, 15.6"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Free DOS, albastru inchis","https://mediagalaxy.ro/laptop-hp-pavilion-15-cs3011nq-intel-core-i5-1035g1-pana-la-3-6ghz-15-6-full-hd-8gb-ssd-256gb-intel-uhd-graphics-free-dos-albastru-inchis/cpd/LAP2T241EA/"
"1612613746-3194","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","11.899,90lei","Laptop Gaming ASUS ROG Strix Scar 17 G732LXS-HG047T, Intel Core i7-10875H pana la 5.1GHz, 17.3"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Super 8GB, Windows 10 Home, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","","Laptop Gaming ASUS ROG Strix Scar 17 G732LXS-HG047T, Intel Core i7-10875H pana la 5.1GHz, 17.3"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Super 8GB, Windows 10 Home, negru","https://mediagalaxy.ro/laptop-gaming-asus-rog-strix-scar-17-g732lxs-hg047t-intel-core-i7-10875h-pana-la-5-1ghz-17-3-full-hd-16gb-ssd-1tb-nvidia-geforce-rtx-2080-super-8gb-windows-10-home-negru/cpd/LAPG732LXHG047T/"
"1612613746-3185","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","12.499,90lei","Laptop Gaming ASUS ROG Zephyrus S17 GX701LXS-EV011, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Super 8GB, Free DOS, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","","Laptop Gaming ASUS ROG Zephyrus S17 GX701LXS-EV011, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Super 8GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-asus-rog-zephyrus-s17-gx701lxs-ev011-intel-core-i7-10750h-pana-la-5-0ghz-17-3-full-hd-16gb-ssd-1tb-nvidia-geforce-rtx-2080-super-8gb-free-dos-negru/cpd/LAPGX701LXEV011/"
"1612613850-3540","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.699,90lei","Laptop ASUS ZenBook 14 UX434FAC-A5169T, Intel Core i7-10510U pana la 4.9GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Royal Blue","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","","Laptop ASUS ZenBook 14 UX434FAC-A5169T, Intel Core i7-10510U pana la 4.9GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Royal Blue","https://mediagalaxy.ro/laptop-asus-zenbook-14-ux434fac-a5169t-intel-core-i7-10510u-pana-la-4-9ghz-14-full-hd-16gb-ssd-512gb-intel-uhd-graphics-620-windows-10-home-royal-blue/cpd/LAPUX434FA5169T/"
"1612613731-3135","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.699,90lei","Laptop DELL Latitude 3410, Intel Core i5-10210U pana la 4.2GHz, 14"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Windows 10 Pro, negru","In Stoc","","","","Laptop DELL Latitude 3410, Intel Core i5-10210U pana la 4.2GHz, 14"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Windows 10 Pro, negru","https://mediagalaxy.ro/laptop-dell-latitude-3410-intel-core-i5-10210u-pana-la-4-2ghz-14-full-hd-8gb-ssd-256gb-intel-uhd-graphics-windows-10-pro-negru/cpd/LAP34106075/"
