web-scraper-order,web-scraper-start-url,title,price,availability,link,link-href,image-src,pagination,pagination-href
"1612611536-426","https://www.emag.ro/laptopuri/c","Laptop Acer Extensa, 15.6"", i3 10110U (pana la 4.1 GHz), 8 GB RAM DDR4, 256 GB SSD, Windows 10 Pro, Black","3.999<sup>95</sup> <span>Lei</span>","ultimele 3 produse","Laptop Acer Extensa, 15.6"", i3 10110U (pana la 4.1 GHz), 8 GB RAM DDR4, 256 GB SSD, Windows 10 Pro, Black","https://www.emag.ro/laptop-acer-extensa-15-6-i3-10110u-pana-la-4-1-ghz-8-gb-ram-ddr4-256-gb-ssd-windows-10-pro-black-hcdpnxefzep005/pd/D0WJD7MBM/","https://s13emagst.akamaized.net/products/33442/33441818/images/res_a192162402c890e7530638904dd1d6a7.jpg?width=200&height=200&hash=083CD5E7D2301437382734E866927ED7","13","https://www.emag.ro/laptopuri/p13/c"
"1612611491-233","https://www.emag.ro/laptopuri/c","Laptop Gaming Lenovo Legion 5 15ARH05H cu procesor AMD Ryzen 7 4800H pana la 4.20 GHz, 15.6"", Full HD, 8GB, 5152GB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, Black","4.499<sup>99</sup> <span>Lei</span>","în stoc","Laptop Gaming Lenovo Legion 5 15ARH05H cu procesor AMD Ryzen 7 4800H pana la 4.20 GHz, 15.6"", Full HD, 8GB, 5152GB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, Black","https://www.emag.ro/laptop-gaming-lenovo-legion-5-15arh05h-cu-procesor-amd-ryzen-7-4800h-pana-la-4-20-ghz-15-6-full-hd-8gb-5152gb-ssd-nvidia-geforce-gtx-1660-ti-6gb-free-dos-black-82b100d6rm/pd/DW5B6DMBM/","https://s13emagst.akamaized.net/products/30931/30930767/images/res_0f8553c11f335f9d176c957fc50324d3.jpg?width=200&height=200&hash=0463403825E3DBFB6E7B37B01D8CDAC3","18","https://www.emag.ro/laptopuri/p18/c"
"1612611730-1215","https://www.emag.ro/laptopuri/c","Laptop HP 250 G7 cu procesor Intel Core i7-1065G7 pana la 3.90 GHz, 15.6"", Full HD, 8GB, 512GB SSD, Intel Iris Plus Graphics, Free DOS, Dark Ash Silver","3.199<sup>99</sup> <span>Lei</span>","în stoc","Laptop HP 250 G7 cu procesor Intel Core i7-1065G7 pana la 3.90 GHz, 15.6"", Full HD, 8GB, 512GB SSD, Intel Iris Plus Graphics, Free DOS, Dark Ash Silver","https://www.emag.ro/laptop-hp-250-g7-cu-procesor-intel-core-i7-1065g7-pana-la-3-90-ghz-15-6-full-hd-8gb-512gb-ssd-intel-iris-plus-graphics-free-dos-dark-ash-silver-202v2ea/pd/DXV2SDMBM/","https://s13emagst.akamaized.net/products/34682/34681139/images/res_16a037ec5c116735f889f7ca8846cd4c.jpg?width=200&height=200&hash=0B9B4451079AA362DC8AF96B8FAFB52C","3","https://www.emag.ro/laptopuri/p3/c"
"1612611536-433","https://www.emag.ro/laptopuri/c","Laptop Lenovo Legion, 15.6"", i7 9750H (pana la 4.5 GHz), 512 GB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Windows 10 Home, Black","8.599<sup>95</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Lenovo Legion, 15.6"", i7 9750H (pana la 4.5 GHz), 512 GB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Windows 10 Home, Black","https://www.emag.ro/laptop-lenovo-legion-15-6-i7-9750h-pana-la-4-5-ghz-512-gb-ssd-nvidiar-geforce-rtxtm-2060-6gb-windows-10-home-black-hcdp81sx00qapb/pd/D9C7C2MBM/","https://s13emagst.akamaized.net/products/32925/32924494/images/res_38f46fe89392f71bbe4ed4e333373ae2.jpg?width=200&height=200&hash=9C3899D30D05E32F8832630D3595A1F3","13","https://www.emag.ro/laptopuri/p13/c"
"1612611701-1058","https://www.emag.ro/laptopuri/c","Laptop ultraportabil HP Elite Dragonfly cu procesor Intel® Core™ i5-8365U pana la 4.10 GHz, 13.3"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics 620, Windows 10 Pro, Blue","7.199<sup>99</sup> <span>Lei</span>","în stoc","Laptop ultraportabil HP Elite Dragonfly cu procesor Intel® Core™ i5-8365U pana la 4.10 GHz, 13.3"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics 620, Windows 10 Pro, Blue","https://www.emag.ro/laptop-ultraportabil-hp-elite-dragonfly-cu-procesor-intelr-coretm-i5-8365u-pana-la-4-10-ghz-13-3-full-hd-8gb-512gb-ssd-intel-uhd-graphics-620-windows-10-pro-blue-8ml20ea/pd/DRDNJ2MBM/","https://s13emagst.akamaized.net/products/29597/29596365/images/res_588fb28030bb9984b0c0776133ad5926.jpg?width=200&height=200&hash=2D978F843BE5B1CC9E1B1FB6B1FDE8CC","17","https://www.emag.ro/laptopuri/p17/c"
"1612611716-1123","https://www.emag.ro/laptopuri/c","Laptop HP ProBook 450 G7 cu procesor Intel® Core™ i7-10510U pana la 4.90 GHz, 15.6"", Full HD, 8GB, 512GB SSD, Intel® UHD Graphics 620, Free Dos, Silver","3.999<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop HP ProBook 450 G7 cu procesor Intel® Core™ i7-10510U pana la 4.90 GHz, 15.6"", Full HD, 8GB, 512GB SSD, Intel® UHD Graphics 620, Free Dos, Silver","https://www.emag.ro/laptop-hp-probook-450-g7-cu-procesor-intelr-coretm-i7-10510u-pana-la-4-90-ghz-15-6-full-hd-8gb-512gb-ssd-intelr-uhd-graphics-620-free-dos-silver-8mh04ea/pd/D84TGMMBM/","https://s13emagst.akamaized.net/products/30424/30423955/images/res_b0a46385158441d2475a8e652ae52397.jpg?width=200&height=200&hash=0DCB345813640B7B3462554C7B742CB3","20","https://www.emag.ro/laptopuri/p20/c"
"1612611716-1113","https://www.emag.ro/laptopuri/c","Laptop HP 15z-db100/SSD512GB cu procesor AMD Ryzen™ 7 3700U pana la 4.00 GHz, 15.6"", quad core, Full HD, 8GB, SSD 512GB , DVD-RW ,Radeon™ Vega 10, Free DOS, Black","3.298<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop HP 15z-db100/SSD512GB cu procesor AMD Ryzen™ 7 3700U pana la 4.00 GHz, 15.6"", quad core, Full HD, 8GB, SSD 512GB , DVD-RW ,Radeon™ Vega 10, Free DOS, Black","https://www.emag.ro/laptop-hp-15z-db100-ssd512gb-cu-procesor-amd-ryzentm-7-3700u-pana-la-4-00-ghz-15-6-quad-core-full-hd-8gb-ssd-512gb-dvd-rw-radeontm-vega-10-free-dos-black-133w0ea-ssd512gb/pd/D4QN87MBM/","https://s13emagst.akamaized.net/products/30054/30053922/images/res_0a72621e5251fbc23930948c0f3abc23.jpg?width=200&height=200&hash=C99EEE3D1FE602E4A233ADB5029897CF","20","https://www.emag.ro/laptopuri/p20/c"
"1612611627-790","https://www.emag.ro/laptopuri/c","Laptop Apple MacBook Pro 13-inch,True Tone, procesor Apple M1, 8 nuclee CPU si 8 nuclee GPU, 8GB, 512GB SSD, Silver, INT KB","8.599<sup>99</sup> <span>Lei</span>","ultimele 3 produse","Laptop Apple MacBook Pro 13-inch,True Tone, procesor Apple M1, 8 nuclee CPU si 8 nuclee GPU, 8GB, 512GB SSD, Silver, INT KB","https://www.emag.ro/laptop-apple-macbook-pro-13-inch-true-tone-procesor-apple-m1-8-nuclee-cpu-si-8-nuclee-gpu-8gb-512gb-ssd-silver-int-kb-mydc2ze-a/pd/DF6BL7MBM/","https://s13emagst.akamaized.net/products/33874/33873214/images/res_223c735c1035d19e80f608b5506a7d08.jpg?width=200&height=200&hash=E89E5BC227773E0E80F609785280EA7C","4","https://www.emag.ro/laptopuri/p4/c"
"1612611446-66","https://www.emag.ro/laptopuri/c","Laptop Ultraportabil Lenovo IdeaPad 5 14IIL05 cu procesor Intel® Core™ i7-1065G7, 14"" Full HD, 8GB, 512GB SSD, Intel® Iris® Plus Graphics, FreeDOS, Light Teal","3.399<sup>99</sup> <span>Lei</span>","stoc epuizat","Laptop Ultraportabil Lenovo IdeaPad 5 14IIL05 cu procesor Intel® Core™ i7-1065G7, 14"" Full HD, 8GB, 512GB SSD, Intel® Iris® Plus Graphics, FreeDOS, Light Teal","https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-5-14iil05-cu-procesor-intelr-coretm-i7-1065g7-14-full-hd-8gb-512gb-ssd-intelr-irisr-plus-graphics-freedos-light-teal-81yh00dbrm/pd/DF7P03MBM/","https://s13emagst.akamaized.net/products/31710/31709326/images/res_0cb4064d38c2af1af72b0eafaae6f981.jpg?width=200&height=200&hash=2FA07E6216757E31CFC8CF10E04B9980","22","https://www.emag.ro/laptopuri/p22/c"
"1612611446-72","https://www.emag.ro/laptopuri/c","Laptop HP 15s-fq2001nq cu procesor Intel Core i7-1165G7 pana la 4.70 GHz, 15,6"", Full HD, 8GB, 512GB SSD, Intel IRIS Xe Graphics, Windows 10 Home, Jet Black","4.499<sup>99</sup> <span>Lei</span>","stoc epuizat","Laptop HP 15s-fq2001nq cu procesor Intel Core i7-1165G7 pana la 4.70 GHz, 15,6"", Full HD, 8GB, 512GB SSD, Intel IRIS Xe Graphics, Windows 10 Home, Jet Black","https://www.emag.ro/laptop-hp-15s-fq2001nq-cu-procesor-intel-core-i7-1165g7-pana-la-4-70-ghz-15-6-full-hd-8gb-512gb-ssd-intel-iris-xe-graphics-windows-10-home-jet-black-2l9v4ea/pd/DYF287MBM/","https://s13emagst.akamaized.net/products/34086/34085215/images/res_4405c1fdeef7f0586a9c8b050ada3d3c.jpg?width=200&height=200&hash=D34C6584A9CB6D7B093396F7981B3FDD","22","https://www.emag.ro/laptopuri/p22/c"
"1612611506-327","https://www.emag.ro/laptopuri/c","Laptop ASUS 15.6'' M509DA, FHD, Procesor AMD Ryzen™ 3 3200U (4M Cache, up to 3.50 GHz), 8GB, 256GB SSD, Radeon Vega 3, No OS, Grey","2.608<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop ASUS 15.6'' M509DA, FHD, Procesor AMD Ryzen™ 3 3200U (4M Cache, up to 3.50 GHz), 8GB, 256GB SSD, Radeon Vega 3, No OS, Grey","https://www.emag.ro/laptop-asus-15-6-m509da-fhd-procesor-amd-ryzentm-3-3200u-4m-cache-up-to-3-50-ghz-8gb-256gb-ssd-radeon-vega-3-no-os-grey-m509da-ej160/pd/DHBSXYMBM/","https://s13emagst.akamaized.net/products/27923/27922392/images/res_f7368df0c7e616c83dbdc2782f7a6dc8.jpg?width=200&height=200&hash=A316F8715BBE7A1FF3CAB1002688550A","16","https://www.emag.ro/laptopuri/p16/c"
"1612611581-619","https://www.emag.ro/laptopuri/c","Laptop Gaming HP OMEN 15-dh1031nq cu procesor Intel Core i9-10885H pana la 5.30 GHz, 15.6"", Full HD, 144Hz, 8GB, 1TB HDD + 512GB SSD, NVIDIA GeForce RTX 2080 Super 8GB Max Q, Free DOS, Black","10.499<sup>99</sup> <span>Lei</span>","ultimele 3 produse","Laptop Gaming HP OMEN 15-dh1031nq cu procesor Intel Core i9-10885H pana la 5.30 GHz, 15.6"", Full HD, 144Hz, 8GB, 1TB HDD + 512GB SSD, NVIDIA GeForce RTX 2080 Super 8GB Max Q, Free DOS, Black","https://www.emag.ro/laptop-gaming-hp-omen-15-dh1031nq-cu-procesor-intel-core-i9-10885h-pana-la-5-30-ghz-15-6-full-hd-144hz-8gb-1tb-hdd-512gb-ssd-nvidia-geforce-rtx-2080-super-8gb-max-q-free-dos-black-1l6u6ea/pd/DFSPC2MBM/","https://s13emagst.akamaized.net/products/32629/32628270/images/res_95337844c9cb55f609b94c171d9f0486.jpg?width=200&height=200&hash=872077330AAA6A6CF71B4909102C99D0","9","https://www.emag.ro/laptopuri/p9/c"
"1612611612-693","https://www.emag.ro/laptopuri/c","Laptop Acer Aspire 3 A314-22 cu procesor AMD Ryzen 3 3250U pana la 3.50 GHz, 14"", Full HD, 8GB, 256GB SSD, AMD B26+B3Radeon™ Graphics, No OS, Siver","1.799<sup>99</sup> <span>Lei</span>","în stoc","Laptop Acer Aspire 3 A314-22 cu procesor AMD Ryzen 3 3250U pana la 3.50 GHz, 14"", Full HD, 8GB, 256GB SSD, AMD B26+B3Radeon™ Graphics, No OS, Siver","https://www.emag.ro/laptop-acer-aspire-3-a314-22-cu-procesor-amd-ryzen-3-3250u-pana-la-3-50-ghz-14-full-hd-8gb-256gb-ssd-amd-b26-b3radeontm-graphics-no-os-siver-nx-hvwex-006/pd/DHSDQDMBM/","https://s13emagst.akamaized.net/products/34892/34891565/images/res_8875c58437de8e8fbcb7a17311d3083f.jpg?width=200&height=200&hash=3D3B2FB905571071B63D1635F7F8660B","6","https://www.emag.ro/laptopuri/p6/c"
"1612611566-545","https://www.emag.ro/laptopuri/c","Laptop HP ProBook 455 G7 cu procesor AMD Ryzen 5 4500U pana la 4.00 GHz, 15.6"", Full HD, 256GB SSD, AMD Radeon™ Graphics, 8GB RAM, Windows 10 Pro, Silver","3.399<sup>00</sup> <span>Lei</span>","în stoc","Laptop HP ProBook 455 G7 cu procesor AMD Ryzen 5 4500U pana la 4.00 GHz, 15.6"", Full HD, 256GB SSD, AMD Radeon™ Graphics, 8GB RAM, Windows 10 Pro, Silver","https://www.emag.ro/laptop-hp-probook-455-g7-cu-procesor-amd-ryzen-5-4500u-pana-la-4-00-ghz-15-6-full-hd-256gb-ssd-amd-radeontm-graphics-8gb-ram-windows-10-pro-silver-2d235ea/pd/DL2YL7MBM/","https://s13emagst.akamaized.net/products/33875/33874434/images/res_4153e82ada1c9e7dd645b833ef0c2c0a.jpg?width=200&height=200&hash=9642B3B2C3D82D5F4A66FAC53618AC5C","10","https://www.emag.ro/laptopuri/p10/c"
"1612611745-1247","https://www.emag.ro/laptopuri/c","Laptop Gaming Acer Predator Helios 300 PH315-53 cu procesor Intel Core i5-10300H pana la 4.50 GHz, 15.6"", Full HD, 144Hz, 16GB, 256GB SSD, NVIDIA® GeForce RTX™ 2060 6GB, No OS, Black","5.499<sup>99</sup> <span>Lei</span>","în stoc","Laptop Gaming Acer Predator Helios 300 PH315-53 cu procesor Intel Core i5-10300H pana la 4.50 GHz, 15.6"", Full HD, 144Hz, 16GB, 256GB SSD, NVIDIA® GeForce RTX™ 2060 6GB, No OS, Black","https://www.emag.ro/laptop-gaming-acer-predator-helios-300-ph315-53-cu-procesor-intel-core-i5-10300h-pana-la-4-50-ghz-15-6-full-hd-144hz-16gb-256gb-ssd-nvidiar-geforce-rtxtm-2060-6gb-no-os-black-nh-q7yex-005/pd/DRFX27MBM/","https://s13emagst.akamaized.net/products/33379/33378903/images/res_0b58efefb690bdbcd33928c3239fd35a.jpg?width=200&height=200&hash=C8F45FDF32D9960BFEC067D6462E5CC6","2","https://www.emag.ro/laptopuri/p2/c"
"1612611656-887","https://www.emag.ro/laptopuri/c","Laptop Hp ZBooK 17 G6, 17.3 inch Full HD, FingerPrint, I7-9850H, 32 Gb Ram, 2Tb Ssd PCie NVMe, RTX 4000 (8Gb), Blu-ray Disc, Win 10 Pro","20.230<sup>00</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Hp ZBooK 17 G6, 17.3 inch Full HD, FingerPrint, I7-9850H, 32 Gb Ram, 2Tb Ssd PCie NVMe, RTX 4000 (8Gb), Blu-ray Disc, Win 10 Pro","https://www.emag.ro/laptop-hp-zbook-17-g6-17-3-inch-full-hd-fingerprint-i7-9850h-32-gb-ram-2tb-ssd-pcie-nvme-rtx-4000-8gb-blu-ray-disc-win-10-pro-6ck23av-rtx4000/pd/D4JDNDMBM/","https://s13emagst.akamaized.net/products/26010/26009167/images/res_f8f1fa0795c5c10e5d6c47de3ccf3618.jpg?width=200&height=200&hash=6104F207EA9F7D0B1FFE4B8A12A37D82","8","https://www.emag.ro/laptopuri/p8/c"
"1612611627-754","https://www.emag.ro/laptopuri/c","Laptop Gaming ASUS ROG Zephyrus G14 GA401IU cu procesor AMD Ryzen™ 9 4900HS pana la 4.30 GHz, 14"", QHD, 16GB, 1TB SSD, NVIDIA® GeForce® GTX 1660Ti Max-Q 6GB, Windows 10 Pro, Eclipse Gray AniMe Matrix","7.999<sup>99</sup> <span>Lei</span>","în stoc","Laptop Gaming ASUS ROG Zephyrus G14 GA401IU cu procesor AMD Ryzen™ 9 4900HS pana la 4.30 GHz, 14"", QHD, 16GB, 1TB SSD, NVIDIA® GeForce® GTX 1660Ti Max-Q 6GB, Windows 10 Pro, Eclipse Gray AniMe Matrix","https://www.emag.ro/laptop-gaming-asus-rog-zephyrus-g14-ga401iu-cu-procesor-amd-ryzentm-9-4900hs-pana-la-4-30-ghz-14-qhd-16gb-1tb-ssd-nvidiar-geforcer-gtx-1660ti-max-q-6gb-windows-10-pro-eclipse-gray-anime-matrix-ga401iu/pd/DCCD77MBM/","https://s13emagst.akamaized.net/products/31210/31209049/images/res_26aca6b285d3df0ec8ca44999a701a43.jpg?width=200&height=200&hash=3A78D58745198B71FAA5EEBCD08F8B15","4","https://www.emag.ro/laptopuri/p4/c"
"1612611536-404","https://www.emag.ro/laptopuri/c","Laptop Lenovo ThinkPad T590 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, IPS, 8GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black","6.723<sup>50</sup> <span>Lei</span>","în stoc","Laptop Lenovo ThinkPad T590 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, IPS, 8GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black","https://www.emag.ro/laptop-lenovo-thinkpad-t590-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-15-6-full-hd-ips-8gb-512gb-ssd-intelr-uhd-graphics-620-microsoft-windows-10-pro-black-20n4000kri/pd/DJHM7RBBM/","https://s13emagst.akamaized.net/products/23239/23238298/images/res_272f81a83b9628ccd40269d673bf812d.jpg?width=200&height=200&hash=425F3A2CC74D29C08D828555DB8CE19A","13","https://www.emag.ro/laptopuri/p13/c"
"1612611627-778","https://www.emag.ro/laptopuri/c","Laptop Gaming Lenovo Legion 7 15IMH05 cu procesor Intel® Core™ i7-10750H, 15.6"" Full HD, IPS, 500Nits, 240Hz, 100% sRGB, Gsync, 16GB, 1TB SSD, NVIDIA® GeForce® RTX 2070 Max-Q 8GB, FreeDOS, Slate Grey","8.499<sup>99</sup> <span>Lei</span>","în stoc","Laptop Gaming Lenovo Legion 7 15IMH05 cu procesor Intel® Core™ i7-10750H, 15.6"" Full HD, IPS, 500Nits, 240Hz, 100% sRGB, Gsync, 16GB, 1TB SSD, NVIDIA® GeForce® RTX 2070 Max-Q 8GB, FreeDOS, Slate Grey","https://www.emag.ro/laptop-gaming-lenovo-legion-7-15imh05-cu-procesor-intelr-coretm-i7-10750h-15-6-full-hd-ips-500nits-240hz-100-srgb-gsync-16gb-1tb-ssd-nvidiar-geforcer-rtx-2070-max-q-8gb-freedos-slate-grey-81yt0048rm/pd/D2DP03MBM/","https://s13emagst.akamaized.net/products/31641/31640160/images/res_39f2424dda23c7a95c04935fe5cd62de.jpg?width=200&height=200&hash=B441A3B41F48DC8A3A3725105F366F51","4","https://www.emag.ro/laptopuri/p4/c"
"1612611612-716","https://www.emag.ro/laptopuri/c","Ultrabook Dell XPS 9500, 15.6 inch UHD+ cu procesor Intel Core i9-10885H (16MB Cache, up to 5.3 GHz, 8 cores), nVidia GeForce GTX 1650 Ti 4GB GDDR6, 32GB, 2TB SSD, no ODD, Windows 10 Pro, Argintiu","22.599<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Ultrabook Dell XPS 9500, 15.6 inch UHD+ cu procesor Intel Core i9-10885H (16MB Cache, up to 5.3 GHz, 8 cores), nVidia GeForce GTX 1650 Ti 4GB GDDR6, 32GB, 2TB SSD, no ODD, Windows 10 Pro, Argintiu","https://www.emag.ro/ultrabook-dell-xps-9500-15-6-inch-uhd-cu-procesor-intel-core-i9-10885h-16mb-cache-up-to-5-3-ghz-8-cores-nvidia-geforce-gtx-1650-ti-4gb-gddr6-32gb-2tb-ssd-no-odd-windows-10-pro-argintiu-xpsi93221650tiw/pd/DNF232MBM/","https://s13emagst.akamaized.net/products/31657/31656573/images/res_911d45753c2f3f6a11239b801a50b0b3.jpg?width=200&height=200&hash=A3A93EB5E1B951878A253CFAC65ACD04","6","https://www.emag.ro/laptopuri/p6/c"
"1612611551-498","https://www.emag.ro/laptopuri/c","Laptop Lenovo ThinkPad T14 (Procesor Intel® Core™ i7-10510U (8M Cache, up to 4.90 GHz), Comet Lake, 14"" UHD, 16GB, 512GB SSD, nVidia GeForce MX330 @2GB, 4G, FPR, Win10 Pro, Negru)","10.843<sup>28</sup> <span>Lei</span>","ultimele 2 produse","Laptop Lenovo ThinkPad T14 (Procesor Intel® Core™ i7-10510U (8M Cache, up to 4.90 GHz), Comet Lake, 14"" UHD, 16GB, 512GB SSD, nVidia GeForce MX330 @2GB, 4G, FPR, Win10 Pro, Negru)","https://www.emag.ro/laptop-lenovo-thinkpad-t14-procesor-intelr-coretm-i7-10510u-8m-cache-up-to-4-90-ghz-comet-lake-14-uhd-16gb-512gb-ssd-nvidia-geforce-mx330-at2gb-4g-fpr-win10-pro-negru-20s0004nri/pd/DFG4Z3MBM/","https://s13emagst.akamaized.net/products/32075/32074289/images/res_b504e533ec241ef6bfbf4b411eb39316.jpg?width=200&height=200&hash=EF1172E6097A5E2ED013A790D64812A2","12","https://www.emag.ro/laptopuri/p12/c"
"1612611431-1","https://www.emag.ro/laptopuri/c","Laptop ASUS X515MA cu procesor Intel® Celeron® N4020 pana la 2.80 GHz, 15.6"", HD, 4GB, 256GB SSD, Intel® UHD Graphics 600, Free DOS, Transparent Silver","1.499<sup>99</sup> <span>Lei</span>","în stoc","Laptop ASUS X515MA cu procesor Intel® Celeron® N4020 pana la 2.80 GHz, 15.6"", HD, 4GB, 256GB SSD, Intel® UHD Graphics 600, Free DOS, Transparent Silver","https://www.emag.ro/laptop-asus-x515ma-cu-procesor-intelr-celeronr-n4020-pana-la-2-80-ghz-15-6-hd-4gb-256gb-ssd-intelr-uhd-graphics-600-free-dos-transparent-silver-x515ma-br037/pd/DK0BNDMBM/","https://s13emagst.akamaized.net/products/34439/34438714/images/res_b9185dc6510ac6331bfb388ed9c52ae5.jpg?width=200&height=200&hash=69E4EF024CC75909269ECB38EFD5DFF0","",""
"1612611656-876","https://www.emag.ro/laptopuri/c","Laptop Asus VivoBook X515MA-BR062 display 15.6"" HD Procesor Intel N4020 pana la 2.6 GHz 8GB RAM 512GB SSD Intel UHD Graphics 600 Slate Grey fara sistem de operare si fara unitate optica","1.899<sup>00</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Asus VivoBook X515MA-BR062 display 15.6"" HD Procesor Intel N4020 pana la 2.6 GHz 8GB RAM 512GB SSD Intel UHD Graphics 600 Slate Grey fara sistem de operare si fara unitate optica","https://www.emag.ro/laptop-asus-vivobook-x515ma-br062-display-15-6-hd-procesor-intel-n4020-pana-la-2-6-ghz-8gb-ram-512gb-ssd-intel-uhd-graphics-600-slate-grey-fara-sistem-de-operare-si-fara-unitate-optica-x515ma-br062-51/pd/DK15HDMBM/","https://s13emagst.akamaized.net/products/34524/34523685/images/res_f706926249fb513a8000e2013ea692c5.jpg?width=200&height=200&hash=5D31AD93F9173CFAEE86E0C18AE980C6","8","https://www.emag.ro/laptopuri/p8/c"
"1612611476-207","https://www.emag.ro/laptopuri/c","Laptop Asus ROG Zephyrus S15 GX502LXS-HF027, Intel Core i7-10750H, 15.6inch, RAM 32GB, 1TB, nVidia GeForce RTX 2080 SUPER 8GB, Free DOS, Black","10.999<sup>00</sup> <span>Lei</span>","ultimele 2 produse","Laptop Asus ROG Zephyrus S15 GX502LXS-HF027, Intel Core i7-10750H, 15.6inch, RAM 32GB, 1TB, nVidia GeForce RTX 2080 SUPER 8GB, Free DOS, Black","https://www.emag.ro/laptop-asus-rog-zephyrus-s15-intel-core-i7-10750h-15-6inch-ram-32gb-1tb-nvidia-geforce-rtx-2080-super-8gb-free-dos-black-gx502lxs-hf027/pd/DFNT13MBM/","https://s13emagst.akamaized.net/products/32092/32091928/images/res_a60924bb127fa2d8d6ac955c272e1c63.jpg?width=200&height=200&hash=A72D294D2CABFBB6EE509A0D8B15A37B","19","https://www.emag.ro/laptopuri/p19/c"
"1612611627-760","https://www.emag.ro/laptopuri/c","Laptop ASUS VivoBook 15 X515MA cu procesor Intel® Pentium® Silver N40200 pana la 2.80 GHz, 15.6"", Full HD, 4GB, 256GB SSD, Intel® UHD Graphics 605, Free DOS, Slate Grey","1.547<sup>00</sup> <span>Lei</span>","în stoc","Laptop ASUS VivoBook 15 X515MA cu procesor Intel® Pentium® Silver N40200 pana la 2.80 GHz, 15.6"", Full HD, 4GB, 256GB SSD, Intel® UHD Graphics 605, Free DOS, Slate Grey","https://www.emag.ro/laptop-asus-vivobook-15-x515ma-cu-procesor-intelr-pentiumr-silver-n40200-pana-la-2-80-ghz-15-6-full-hd-4gb-256gb-ssd-intelr-uhd-graphics-605-free-dos-slate-grey-x515ma-br062/pd/D015HDMBM/","https://s13emagst.akamaized.net/products/34524/34523687/images/res_ee2d500c4f845b05a25d8ba6776418b5.jpg?width=200&height=200&hash=EC4EB57B30FD2A1AFAF22094FCB20570","4","https://www.emag.ro/laptopuri/p4/c"
"1612611506-298","https://www.emag.ro/laptopuri/c","Laptop ThinkPad E15 Gen 2, Intel® Core™ i5-1135G7 Processor(8M Cache, up to 4.20 GHz), 15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 8GB DIMM DDR4-2666, Integrated Intel UHD Graphics, 256GB SSD M.2 2242 PCIe NVMe, Free DOS","3.957<sup>94</sup> <span>Lei</span>","ultimul produs in stoc","Laptop ThinkPad E15 Gen 2, Intel® Core™ i5-1135G7 Processor(8M Cache, up to 4.20 GHz), 15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 8GB DIMM DDR4-2666, Integrated Intel UHD Graphics, 256GB SSD M.2 2242 PCIe NVMe, Free DOS","https://www.emag.ro/laptop-thinkpad-e15-gen-2-intelr-coretm-i5-1135g7-processor-8m-cache-up-to-4-20-ghz-15-6-fhd-1920x1080-ips-250nits-anti-glare-8gb-dimm-ddr4-2666-integrated-intel-uhd-graphics-256gb-ssd-m-2-2242-pcie-n/pd/DGPQN7MBM/","https://s13emagst.akamaized.net/products/33539/33538338/images/res_6b884b735d4f3cb246d38cddf5b09108.jpg?width=200&height=200&hash=7379FCF3AD5AEDF36CAEE65EE2C733A0","16","https://www.emag.ro/laptopuri/p16/c"
"1612611461-101","https://www.emag.ro/laptopuri/c","Laptop Lenovo ideaPad 3 15ADA05 cu procesor AMD Ryzen™ 3 3250U, 15.6"" , HD, 8GB, 512GB SSD NVME, AMD Radeon™ Vega 3 Graphics, Platinum Grey, fara sistem operare","2.674<sup>99</sup> <span>Lei</span>","ultimele 2 produse","Laptop Lenovo ideaPad 3 15ADA05 cu procesor AMD Ryzen™ 3 3250U, 15.6"" , HD, 8GB, 512GB SSD NVME, AMD Radeon™ Vega 3 Graphics, Platinum Grey, fara sistem operare","https://www.emag.ro/laptop-lenovo-ideapad-3-15ada05-cu-procesor-amd-ryzentm-3-3250u-15-6-hd-8gb-512gb-ssd-nvme-amd-radeontm-vega-3-graphics-platinum-grey-fara-sistem-operare-81w100n6rm-512gb/pd/D3JWHDMBM/","https://s13emagst.akamaized.net/products/31489/31488234/images/res_3cafbe932af2cf81909b61925b8657b5.jpg?width=200&height=200&hash=D86CD7F3CC60CE0035E5E39C33952093","21","https://www.emag.ro/laptopuri/p21/c"
