web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image
"1613204969-2691","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15ARH05, FHD IPS 120Hz, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.20 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Phantom Black","4.199,00 RON","Nu este in stoc","9","https://www.pcgarage.ro/notebook-laptop/pagina9/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15ARH05, FHD IPS 120Hz, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.20 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Phantom Black","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15arh05-fhd-ips-120hz-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-phantom-black/","https://1.grgs.ro/images/products/1/2045418/2049830/thumbnails/gaming-156-legion-5-15arh05-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-black-84b27d83a27ad433dd902dd5ee425e72.jpg, https://2.grgs.ro/images/products/1/2045418/2049830/normal/gaming-156-legion-5-15arh05-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-black-84b27d83a27ad433dd902dd5ee425e72.jpg 2x"
"1613205131-4223","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP 15.6'' ENVY 15-ep0000nq, FHD IPS, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Win 10 Home, Natural Silver","6.598,99 RON","Stoc magazin suficient","6","https://www.pcgarage.ro/notebook-laptop/pagina6/filtre/placa-video-placa-video-dedicata/","Laptop HP 15.6'' ENVY 15-ep0000nq, FHD IPS, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Win 10 Home, Natural Silver","https://www.pcgarage.ro/notebook-laptop/hp/156-envy-15-ep0000nq-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-win-10-home-natural-silver/","https://2.grgs.ro/images/products/1/6954/2063310/thumbnails/156-envy-15-ep0000nq-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-win-10-home-natural-sil-451446bba7db80328e67934134482153.jpg, https://5.grgs.ro/images/products/1/6954/2063310/normal/156-envy-15-ep0000nq-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-win-10-home-natural-sil-451446bba7db80328e67934134482153.jpg 2x"
"1613204899-1893","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 16.1'' Pavilion 16-a0011nq, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, Free DOS, Shadow Black","5.999,00 RON","Nu este in stoc","11","https://www.pcgarage.ro/notebook-laptop/pagina11/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 16.1'' Pavilion 16-a0011nq, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, Free DOS, Shadow Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-161-pavilion-16-a0011nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-free-dos-shadow-black/","https://1.grgs.ro/images/products/1/4525/2076090/thumbnails/gaming-161-pavilion-16-a0011nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-free-dos-shadow-b-0679eb69526d82ca396a05d7e0548b48.jpg, https://1.grgs.ro/images/products/1/4525/2076090/normal/gaming-161-pavilion-16-a0011nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-free-dos-shadow-b-0679eb69526d82ca396a05d7e0548b48.jpg 2x"
"1613204952-2488","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Acer 15.6'' Aspire 3 A315-57G, FHD, Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), 8GB DDR4, 256GB SSD, GeForce MX330 2GB, No OS, Black","2.799,00 RON","Nu este in stoc","10","https://www.pcgarage.ro/notebook-laptop/pagina10/filtre/placa-video-placa-video-dedicata/","Laptop Acer 15.6'' Aspire 3 A315-57G, FHD, Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), 8GB DDR4, 256GB SSD, GeForce MX330 2GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/acer/156-aspire-3-a315-57g-fhd-procesor-intel-core-i3-1005g1-4m-cache-up-to-340-ghz-8gb-ddr4-256gb-ssd-geforce-mx330-2gb-no-os-black/","https://1.grgs.ro/images/products/1/9507/2102046/thumbnails/156-aspire-3-a315-57g-fhd-procesor-intel-core-i3-1005g1-4m-cache-up-to-340-ghz-8gb-ddr4-256gb-ssd-geforce-mx330-2gb-no-os-black-15e6214fdc96a102dc83754e444684f8.jpg, https://1.grgs.ro/images/products/1/9507/2102046/normal/156-aspire-3-a315-57g-fhd-procesor-intel-core-i3-1005g1-4m-cache-up-to-340-ghz-8gb-ddr4-256gb-ssd-geforce-mx330-2gb-no-os-black-15e6214fdc96a102dc83754e444684f8.jpg 2x"
"1613205164-4404","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Strix G15 G512LWS, FHD 240Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2070 SUPER 8GB, No OS, Glacier Blue","7.898,99 RON","Stoc magazin limitat","4","https://www.pcgarage.ro/notebook-laptop/pagina4/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Strix G15 G512LWS, FHD 240Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2070 SUPER 8GB, No OS, Glacier Blue","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-rog-strix-g15-g512lws-fhd-240hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-super-8gb-no-os-glacier-blue/","https://2.grgs.ro/images/products/1/9507/2113958/thumbnails/gaming-156-rog-strix-g15-g512lws-fhd-240hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-super-8gb-no-os--632904d38442b92a6455879c2b5d90f9.jpg, https://5.grgs.ro/images/products/1/9507/2113958/normal/gaming-156-rog-strix-g15-g512lws-fhd-240hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-super-8gb-no-os--632904d38442b92a6455879c2b5d90f9.jpg 2x"
"1613204881-1630","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk1000nq, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 256GB SSD, GeForce GTX 1650 4GB, Free DOS, Black","3.910,34 RON","Nu este in stoc","13","https://www.pcgarage.ro/notebook-laptop/pagina13/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk1000nq, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 256GB SSD, GeForce GTX 1650 4GB, Free DOS, Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-pavilion-15-dk1000nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-4gb-free-dos-black/","https://3.grgs.ro/images/products/1/6835/2067746/thumbnails/gaming-156-pavilion-15-dk1025nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-1tb-7200-rpm-plus-512gb-ssd-geforce-gtx-1660-ti-975e9f8c570b2e8cc69701f5845f4d23.jpg, https://1.grgs.ro/images/products/1/6835/2067746/normal/gaming-156-pavilion-15-dk1025nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-1tb-7200-rpm-plus-512gb-ssd-geforce-gtx-1660-ti-975e9f8c570b2e8cc69701f5845f4d23.jpg 2x"
"1613205131-4232","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo 14'' ThinkPad T14 Gen 1, UHD IPS, Procesor Intel® Core™ i7-10510U (8M Cache, up to 4.90 GHz), 16GB DDR4, 512GB SSD, GeForce MX330 2GB, 4G LTE, Win 10 Pro, Black","9.298,99 RON","Stoc magazin limitat","6","https://www.pcgarage.ro/notebook-laptop/pagina6/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo 14'' ThinkPad T14 Gen 1, UHD IPS, Procesor Intel® Core™ i7-10510U (8M Cache, up to 4.90 GHz), 16GB DDR4, 512GB SSD, GeForce MX330 2GB, 4G LTE, Win 10 Pro, Black","https://www.pcgarage.ro/notebook-laptop/lenovo/14-thinkpad-t14-gen-1-uhd-ips-procesor-intel-core-i7-10510u-8m-cache-up-to-490-ghz-16gb-ddr4-512gb-ssd-geforce-mx330-2gb-4g-lte-win-10-pro-black/","https://4.grgs.ro/images/products/1/7960/2059670/thumbnails/14-thinkpad-t14-gen-1-uhd-ips-procesor-intel-core-i7-10510u-8m-cache-up-to-490-ghz-16gb-ddr4-512gb-ssd-gma-uhd-4g-lte-win-10-pro-black-6363ff38d21055e96a216245e1d4f77d.jpg, https://1.grgs.ro/images/products/1/7960/2059670/normal/14-thinkpad-t14-gen-1-uhd-ips-procesor-intel-core-i7-10510u-8m-cache-up-to-490-ghz-16gb-ddr4-512gb-ssd-gma-uhd-4g-lte-win-10-pro-black-6363ff38d21055e96a216245e1d4f77d.jpg 2x"
"1613204988-2957","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo 15.6'' Yoga Creator 7 15IMH05, FHD IPS, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce GTX 1650 4GB, Win 10 Pro, Dark Moss","7.999,00 RON","Nu este in stoc","12","https://www.pcgarage.ro/notebook-laptop/pagina12/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo 15.6'' Yoga Creator 7 15IMH05, FHD IPS, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce GTX 1650 4GB, Win 10 Pro, Dark Moss","https://www.pcgarage.ro/notebook-laptop/lenovo/156-yoga-creator-7-15imh05-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-gtx-1650-4gb-win-10-pro-dark-moss/","https://4.grgs.ro/images/products/1/8441/2090706/thumbnails/156-yoga-creator-7-15imh05-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-gtx-1650-4gb-win-10-pro-dark-moss-6df04898e80716950b7423ad4a52522e.jpg, https://5.grgs.ro/images/products/1/8441/2090706/normal/156-yoga-creator-7-15imh05-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-gtx-1650-4gb-win-10-pro-dark-moss-6df04898e80716950b7423ad4a52522e.jpg 2x"
"1613204952-2489","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD IPS 120Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, No OS, Phantom Black, 4-Zone RGB","5.799,00 RON","Nu este in stoc","10","https://www.pcgarage.ro/notebook-laptop/pagina10/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD IPS 120Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, No OS, Phantom Black, 4-Zone RGB","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15imh05h-fhd-ips-120hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-black-4-zone-rgb/","https://2.grgs.ro/images/products/1/7960/2056294/thumbnails/gaming-156-legion-5-15imh05h-fhd-ips-120hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-0d668ac93b20ecb0bf4aa3bd960614a3.jpg, https://5.grgs.ro/images/products/1/7960/2056294/normal/gaming-156-legion-5-15imh05h-fhd-ips-120hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-0d668ac93b20ecb0bf4aa3bd960614a3.jpg 2x"
"1613205007-3178","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ASUS TUF A15 FA506II, FHD, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Bonfire Black","3.898,99 RON","Nu este in stoc","15","https://www.pcgarage.ro/notebook-laptop/pagina15/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ASUS TUF A15 FA506II, FHD, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Bonfire Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-asus-tuf-a15-fa506ii-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-bonfire-black/","https://1.grgs.ro/images/products/1/2013982/2054786/thumbnails/gaming-156-asus-tuf-a15-fa506ii-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-bonfire-black-d252fe2f9669ced5a908e9e46a466cea.jpg, https://2.grgs.ro/images/products/1/2013982/2054786/normal/gaming-156-asus-tuf-a15-fa506ii-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-bonfire-black-d252fe2f9669ced5a908e9e46a466cea.jpg 2x"
"1613205097-4058","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Apple 16'' MacBook Pro 16 Retina with Touch Bar, Coffee Lake 6-core i7 2.6GHz, 16GB DDR4, 512GB SSD, Radeon Pro 5300M 4GB, Mac OS Catalina, Silver, RO keyboard","13.882,06 RON","Nu este in stoc","‹","https://www.pcgarage.ro/notebook-laptop/pagina22/filtre/placa-video-placa-video-dedicata/","Laptop Apple 16'' MacBook Pro 16 Retina with Touch Bar, Coffee Lake 6-core i7 2.6GHz, 16GB DDR4, 512GB SSD, Radeon Pro 5300M 4GB, Mac OS Catalina, Silver, RO keyboard","https://www.pcgarage.ro/notebook-laptop/apple/16-macbook-pro-16-retina-with-touch-bar-coffee-lake-6-core-i7-26ghz-16gb-ddr4-512gb-ssd-radeon-pro-5300m-4gb-mac-os-catalina-silver-ro-keyboard/","https://2.grgs.ro/images/products/1/8486/1972878/thumbnails/mwl_i7_9-2ec83a512d87849fbe121a40e98c8f05.jpg, https://5.grgs.ro/images/products/1/8486/1972878/normal/mwl_i7_9-2ec83a512d87849fbe121a40e98c8f05.jpg 2x"
"1613204790-513","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP 15.6"" 250 G7, FHD, Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), 8GB DDR4, 256GB SSD, GeForce MX110 2GB, Free DOS, Silver","2.698,99 RON","Stoc magazin suficient","","","Laptop HP 15.6"" 250 G7, FHD, Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), 8GB DDR4, 256GB SSD, GeForce MX110 2GB, Free DOS, Silver","https://www.pcgarage.ro/notebook-laptop/hp/156-quot-250-g7-fhd-procesor-intel-core-i5-1035g1-6m-cache-up-to-360-ghz-8gb-ddr4-256gb-ssd-geforce-mx110-2gb-free-dos-silver/","https://5.grgs.ro/images/products/1/7008/2089222/thumbnails/156-quot-250-g7-fhd-procesor-intel-core-i5-1035g1-6m-cache-up-to-360-ghz-8gb-ddr4-256gb-ssd-geforce-mx110-2gb-free-dos-silver-d69ddacbf4901da5847de56b5ef7d29a.jpg, https://2.grgs.ro/images/products/1/7008/2089222/normal/156-quot-250-g7-fhd-procesor-intel-core-i5-1035g1-6m-cache-up-to-360-ghz-8gb-ddr4-256gb-ssd-geforce-mx110-2gb-free-dos-silver-d69ddacbf4901da5847de56b5ef7d29a.jpg 2x"
"1613205148-4327","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Phantom Black, 4-Zone RGB","5.598,99 RON","Stoc magazin limitat","5","https://www.pcgarage.ro/notebook-laptop/pagina5/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Phantom Black, 4-Zone RGB","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15imh05-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-phantom-black-4-zone-rgb/","https://2.grgs.ro/images/products/1/7960/2115394/thumbnails/gaming-156-legion-5-15imh05-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-bl-646cbd6e5314901fab38218824fa2e2b.jpg, https://5.grgs.ro/images/products/1/7960/2115394/normal/gaming-156-legion-5-15imh05-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-bl-646cbd6e5314901fab38218824fa2e2b.jpg 2x"
"1613205131-4235","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' IdeaPad 3 15ARH05, FHD IPS, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, Free DOS, Onyx Black","3.398,99 RON","Stoc magazin suficient","6","https://www.pcgarage.ro/notebook-laptop/pagina6/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' IdeaPad 3 15ARH05, FHD IPS, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, Free DOS, Onyx Black","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-ideapad-3-15arh05-fhd-ips-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-free-dos-onyx-black/","https://3.grgs.ro/images/products/1/6769/2140722/thumbnails/gaming-156-ideapad-3-15arh05-fhd-ips-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-4gb-no-os-onyx-black-c973d30142423e1c18fa0b823e96fa9a.jpg, https://4.grgs.ro/images/products/1/6769/2140722/normal/gaming-156-ideapad-3-15arh05-fhd-ips-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-4gb-no-os-onyx-black-c973d30142423e1c18fa0b823e96fa9a.jpg 2x"
"1613204988-2968","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Zephyrus G15 GA502IV, FHD 144Hz, Procesor AMD Ryzen™ 9 4900HS (8M Cache, up to 4.3 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, No OS, Black","7.399,00 RON","Nu este in stoc","12","https://www.pcgarage.ro/notebook-laptop/pagina12/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Zephyrus G15 GA502IV, FHD 144Hz, Procesor AMD Ryzen™ 9 4900HS (8M Cache, up to 4.3 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-rog-zephyrus-g15-ga502iv-fhd-144hz-procesor-amd-ryzen-9-4900hs-8m-cache-up-to-43-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-black/","https://5.grgs.ro/images/products/1/9002/2124770/thumbnails/gaming-156-rog-zephyrus-g15-ga502iv-fhd-240hz-procesor-amd-ryzen-9-4900hs-8m-cache-up-to-43-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-free-dos-black-3f3209ca18328918d5075ba2e1660c4f.jpg, https://3.grgs.ro/images/products/1/9002/2124770/normal/gaming-156-rog-zephyrus-g15-ga502iv-fhd-240hz-procesor-amd-ryzen-9-4900hs-8m-cache-up-to-43-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-free-dos-black-3f3209ca18328918d5075ba2e1660c4f.jpg 2x"
"1613204790-527","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 256GB SSD, GeForce GTX 1650 4GB, No OS, Phantom Black, 4-Zone RGB","3.998,99 RON","Stoc magazin suficient","","","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 256GB SSD, GeForce GTX 1650 4GB, No OS, Phantom Black, 4-Zone RGB","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15imh05-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-4gb-no-os-phantom-black-4-zone-rgb/","https://3.grgs.ro/images/products/1/7960/2055718/thumbnails/gaming-156-legion-5-15imh05-fhd-ips-procesor-intel-core-i5-10300-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-blac-bcda0c99d53dab912bd5fc812a420b6f.jpg, https://4.grgs.ro/images/products/1/7960/2055718/normal/gaming-156-legion-5-15imh05-fhd-ips-procesor-intel-core-i5-10300-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-blac-bcda0c99d53dab912bd5fc812a420b6f.jpg 2x"
"1613204845-1171","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-ec1023nq, FHD, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 16GB DDR4, 1TB 7200 RPM + 256GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Shadow Black","4.799,00 RON","Nu este in stoc","18","https://www.pcgarage.ro/notebook-laptop/pagina18/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-ec1023nq, FHD, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 16GB DDR4, 1TB 7200 RPM + 256GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Shadow Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-pavilion-15-ec1023nq-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-1tb-7200-rpm-plus-256gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-shadow-black/","https://3.grgs.ro/images/products/1/7960/2054942/thumbnails/gaming-156-pavilion-15-ec1020nq-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-shadow-black-0ed221f48495267843794452ffaa5d2f.jpg, https://1.grgs.ro/images/products/1/7960/2054942/normal/gaming-156-pavilion-15-ec1020nq-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-shadow-black-0ed221f48495267843794452ffaa5d2f.jpg 2x"
