web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,image-src,link,link-href
"1613204805-723","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus TUF F15 FX506LI-HN039, Intel® Core™ i5-10300H, 8GB DDR4, SSD","4.202,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143625-1_1.jpg","","https://www.flanco.ro/laptop-gaming-asus-tuf-f15-fx506li-hn039-intel-core-i5-10300h-8gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1650-ti-4gb-endless-os.html"
"1613204805-738","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad X1 Carbon, Intel® Core™ i5-8265U, 8GB LPDDR3, SSD 256GB,","8.049,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140076-1.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-x1-carbon-intel-core-i5-8265u-8gb-lpddr3-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1613204756-127","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 15IIL05, Intel® Core™ i5-1035G4, 4GB DDR4, SSD 256GB, I","2.599,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144701_1_1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-15iil05-intel-core-i5-1035g4-4gb-ddr4-ssd-256gb-intel-iris-plus-graphics-free-dos.html"
"1613204805-735","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-db1021nq, AMD Ryzen™ 3 3200U, 8GB DDR4, SSD 512GB, AMD Radeon™ Ve","2.899,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144268-1.jpg","","https://www.flanco.ro/laptop-hp-15-db1021nq-amd-ryzen-3-3200u-8gb-ddr4-ssd-512gb-amd-radeon-vega-3-graphics-windows-10-home.html"
"1613204788-493","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop 2 in 1 Asus ZenBook Flip UX363EA-HP322R, Intel® Core™ i7-1165G7, 8GB DDR","9.180,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145259-0.jpg","","https://www.flanco.ro/laptop-2-in-1-asus-zenbook-flip-ux363ea-hp322r-intel-core-i7-1165g7-8gb-ddr4-ssd-512gb-intel-iris-xe-graphics-windows-10-home.html"
"1613204788-489","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus VivoBook 15 X512DA-BQ884, AMD Ryzen™ 5 3500U, 8GB DDR4, SSD 512GB, AM","3.299,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145047-1.jpg","","https://www.flanco.ro/laptop-asus-vivobook-15-x512da-bq884-amd-ryzen-5-3500u-8gb-ddr4-ssd-512gb-amd-radeon-vega-8-graphics-free-dos.html"
"1613204756-134","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus E410MA-EB268, Intel® Celeron® N4020, 4GB DDR4, SSD 256GB, Intel®","1.549,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144664-1.jpg","","https://www.flanco.ro/laptop-asus-e410ma-eb268-intel-celeron-n4020-4gb-ddr4-ssd-256gb-intel-uhd-graphics-free-dos.html"
"1613204756-139","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-dw1083wm, Intel® Pentium® Gold 6405U, 4GB DDR4, SSD 128GB, Intel","2.299,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144216-1_1.jpg","","https://www.flanco.ro/laptop-hp-15-dw1083wm-intel-pentium-gold-6405u-4gb-ddr4-ssd-128gb-intel-uhd-graphics-windows-10-home-s.html"
"1613204756-129","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus X515MA-BR037, Intel® Celeron® N4020, 4GB DDR4, SSD 256GB, Intel®","1.399,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144663-1.jpg","","https://www.flanco.ro/laptop-asus-x515ma-br037-intel-celeron-n4020-4gb-ddr4-ssd-256gb-intel-uhd-graphics-free-dos.html"
"1613204756-149","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-dw2013ny, Intel® Core™ i5-1035G1, 8GB DDR4, HDD 1TB, NVIDIA GeForc","3.499,00 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144323-1.jpg","","https://www.flanco.ro/laptop-hp-15-dw2013ny-intel-core-i5-1035g1-8gb-ddr4-hdd-1tb-nvidia-geforce-mx130-2gb-windows-10-home.html"
"1613204756-143","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus TUF F15 FX506LU-HN003, Intel® Core™ i5-10300H, 8GB DDR4, SSD","4.499,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145149-1.jpg","","https://www.flanco.ro/laptop-gaming-asus-tuf-f15-fx506lu-hn003-intel-core-i5-10300h-8gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1660ti-6gb-free-dos.html"
"1613204771-210","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP ProBook 430 G7, Intel® Core™ i7-10510U, 16GB DDR4, SSD 256GB, Intel&#","6.499,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143764-1.jpg","","https://www.flanco.ro/laptop-hp-probook-430-g7-intel-core-i7-10510u-16gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1613204788-492","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Lenovo Legion 5P 15ARH05H, AMD Ryzen™ 5 4600H, 16GB DDR4, SSD 512GB +","6.299,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145257-1.jpg","","https://www.flanco.ro/laptop-gaming-lenovo-legion-5p-15arh05h-amd-ryzen-5-4600h-16gb-ddr4-ssd-512gb-512gb-nvidia-geforce-rtx-2060-6gb-free-dos.html"
"1613204756-140","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-dw0081wm, Intel® Pentium® Silver N5000, 4GB DDR4, HDD 500GB, Intel&","2.399,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144216-1.jpg","","https://www.flanco.ro/laptop-hp-15-dw0081wm-intel-pentium-silver-n5000-4gb-ddr4-hdd-500gb-intel-uhd-graphics-windows-10-home.html"
"1613204805-710","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus ZenBook 14 UX425EA-BM082, Intel® Core™ i5-1135G7, 8GB LPDDR4X, SSD","5.799,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145208-1.jpg","","https://www.flanco.ro/laptop-asus-zenbook-14-ux425ea-bm082-intel-core-i5-1135g7-8gb-lpddr4x-ssd-1tb-intel-iris-xe-graphics-free-dos.html"
"1613204788-496","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus ZenBook 14 UM433IQ-A5024T, AMD Ryzen 5™ 4500U, 8GB LPDDR4X, SSD 512GB, N","4.529,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145015-1.jpg","","https://www.flanco.ro/laptop-asus-zenbook-14-um433iq-a5024t-amd-ryzen-5-4500u-8gb-lpddr4x-ssd-512gb-nvidia-geforce-mx350-2gb-windows-10-home.html"
"1613204756-133","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-db1100ny, AMD Ryzen™ 5 3500U, 4GB DDR4, HDD 1TB, AMD Radeon™ Vega","2.399,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143681-1.jpg","","https://www.flanco.ro/laptop-hp-15-db1100ny-amd-ryzen-5-3500u-4gb-ddr4-hdd-1tb-amd-radeon-vega-8-graphics-free-dos.html"
"1613204771-216","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Apple MacBook Air 13"" Retina, Apple M1, 8GB, SSD 512GB, Apple M1 GPU, macOS Bi","6.599,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143995-1_2_1.jpg","","https://www.flanco.ro/laptop-apple-macbook-air-13-retina-apple-m1-8gb-ssd-512gb-apple-m1-gpu-macos-big-sur-int-kb-space-gray.html"
"1613204788-475","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus TUF FX505GT-HN098, Intel® Core™ i5-9300H, 8GB DDR4, HDD 1TB","4.199,99 lei","In stoc","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141949-1.jpg","","https://www.flanco.ro/laptop-gaming-asus-tuf-fx505gt-hn098-intel-174-core-trade-i5-9300h-8gb-ddr4-hdd-1tb-ssd-256gb-nvidia-geforce-gtx-1650-4gb-free-dos.html"
"1613204788-502","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo Yoga Creator 7 15IMH05, Intel® Core™ i5-10300H, 16GB DDR4, SSD 1T","8.652,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145258-1.jpg","","https://www.flanco.ro/laptop-lenovo-yoga-creator-7-15imh05-intel-core-i5-10300h-16gb-ddr4-ssd-1tb-nvidia-geforce-gtx-1650-4gb-windows-10-pro.html"
"1613204756-145","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Pachet: Laptop HP AMD Ryzen™ 5 3500U, 4GB DDR4, HDD 1TB, AMD Radeon™ Vega 8 Graphics +","null","In stoc","","","","","https://www.flanco.ro/pachet-laptop-hp-amd-ryzentm-5-3500u-4gb-ddr4-hdd-1tb-amd-radeontm-vega-8-graphics-multifunctional-inkjet-color-hp-deskjet-plus-4122-all-in-one-a4-verde.html"
